type,name,email,createdAt,sku,description,price,active,qty,category,order,items,status,method,reference,expiresAt
ORDER,,customer246@example.com,2025-11-24T10:15:28.4686841,,,1649.074395,,3|4|1|4,,ORD-00645,SKU436|SKU205|SKU271|SKU191,PAID,,,
ORDER,,customer26@example.com,2025-06-29T10:15:28.4686841,,,508.644521,,1|2|2,,ORD-00646,SKU16|SKU639|SKU403,PAID,,,
ORDER,,customer344@example.com,2025-09-28T10:15:28.4686841,,,973.340710,,5|5|4,,ORD-00647,SKU191|SKU39|SKU297,PAID,,,
ORDER,,customer182@example.com,2025-12-10T10:15:28.4686841,,,27.155156,,5,,ORD-00648,SKU901,PENDING,,,
ORDER,,customer287@example.com,2025-03-08T10:15:28.4686841,,,733.811027,,2|5|4|4|3,,ORD-00649,SKU740|SKU430|SKU321|SKU850|SKU382,NEW,,,
ORDER,,customer16@example.com,2025-02-21T10:15:28.4686841,,,590.141575,,2|4|4|2|5,,ORD-00650,SKU722|SKU671|SKU485|SKU391|SKU148,CANCELLED,,,
ORDER,,customer14@example.com,2025-03-05T10:15:28.4686841,,,1388.447366,,5|4|1|3|5,,ORD-00651,SKU927|SKU215|SKU4|SKU168|SKU642,NEW,,,
ORDER,,customer183@example.com,2025-04-16T10:15:28.4686841,,,903.387519,,5|1,,ORD-00652,SKU613|SKU668,SHIPPED,,,
ORDER,,customer86@example.com,2025-08-17T10:15:28.4686841,,,469.423513,,5|1|1|3,,ORD-00653,SKU331|SKU703|SKU677|SKU686,CANCELLED,,,
ORDER,,customer105@example.com,2025-08-14T10:15:28.4686841,,,736.330007,,5|2,,ORD-00654,SKU279|SKU401,NEW,,,
ORDER,,customer189@example.com,2025-01-22T10:15:28.4686841,,,1014.052775,,3|1|4|5,,ORD-00655,SKU296|SKU981|SKU215|SKU530,NEW,,,
ORDER,,customer27@example.com,2025-04-04T10:15:28.4686841,,,277.563699,,5|4|3,,ORD-00656,SKU116|SKU837|SKU933,PENDING,,,
ORDER,,customer366@example.com,2025-02-11T10:15:28.4686841,,,177.765540,,4,,ORD-00657,SKU774,CANCELLED,,,
ORDER,,customer265@example.com,2025-09-11T10:15:28.4686841,,,320.570593,,2,,ORD-00658,SKU859,PAID,,,
ORDER,,customer305@example.com,2025-10-05T10:15:28.4686841,,,83.329024,,3,,ORD-00659,SKU300,PENDING,,,
ORDER,,customer186@example.com,2025-02-09T10:15:28.4686841,,,88.670530,,1|1,,ORD-00660,SKU939|SKU801,NEW,,,
ORDER,,customer241@example.com,2025-07-04T10:15:28.4686841,,,75.669457,,2|3|3|1,,ORD-00661,SKU798|SKU685|SKU609|SKU373,PENDING,,,
ORDER,,customer69@example.com,2025-09-05T10:15:28.4686841,,,141.121700,,3|2|1,,ORD-00662,SKU998|SKU944|SKU230,NEW,,,
ORDER,,customer99@example.com,2025-07-17T10:15:28.4686841,,,518.869877,,4|2|2,,ORD-00663,SKU583|SKU50|SKU183,SHIPPED,,,
ORDER,,customer268@example.com,2025-02-19T10:15:28.4686841,,,24.323269,,2|3|1,,ORD-00664,SKU583|SKU524|SKU122,PAID,,,
ORDER,,customer75@example.com,2026-01-07T10:15:28.4686841,,,1863.349867,,3|4|5|3|1,,ORD-00665,SKU203|SKU270|SKU99|SKU901|SKU893,CANCELLED,,,
ORDER,,customer145@example.com,2025-04-29T10:15:28.4686841,,,1305.636963,,5|2|5|4,,ORD-00666,SKU26|SKU15|SKU148|SKU594,PAID,,,
ORDER,,customer53@example.com,2025-11-14T10:15:28.4686841,,,96.235165,,5|3|5|3|5,,ORD-00667,SKU774|SKU534|SKU5|SKU390|SKU824,NEW,,,
ORDER,,customer299@example.com,2026-01-04T10:15:28.4686841,,,1042.784638,,2|5|5,,ORD-00668,SKU579|SKU393|SKU38,SHIPPED,,,
ORDER,,customer408@example.com,2025-12-21T10:15:28.4686841,,,726.933597,,2|3|4,,ORD-00669,SKU332|SKU801|SKU183,PAID,,,
ORDER,,customer475@example.com,2025-05-18T10:15:28.4686841,,,646.224973,,4|1,,ORD-00670,SKU546|SKU923,NEW,,,
ORDER,,customer46@example.com,2025-08-03T10:15:28.4686841,,,1283.984132,,1|2|5,,ORD-00671,SKU958|SKU581|SKU819,CANCELLED,,,
ORDER,,customer439@example.com,2025-11-09T10:15:28.4686841,,,945.118799,,2|2|3|2,,ORD-00672,SKU999|SKU896|SKU396|SKU559,SHIPPED,,,
ORDER,,customer459@example.com,2025-02-09T10:15:28.4686841,,,215.480062,,3|2|3|1,,ORD-00673,SKU420|SKU371|SKU234|SKU419,SHIPPED,,,
ORDER,,customer296@example.com,2026-01-14T10:15:28.4686841,,,170.760471,,3|3|3|4,,ORD-00674,SKU728|SKU186|SKU225|SKU140,PENDING,,,
ORDER,,customer67@example.com,2025-10-27T10:15:28.4686841,,,426.735347,,4,,ORD-00675,SKU480,PENDING,,,
ORDER,,customer288@example.com,2025-10-31T10:15:28.4686841,,,313.107276,,4|3,,ORD-00676,SKU199|SKU271,CANCELLED,,,
ORDER,,customer495@example.com,2025-09-11T10:15:28.4686841,,,391.449111,,2|1|4,,ORD-00677,SKU932|SKU66|SKU837,PAID,,,
ORDER,,customer32@example.com,2025-08-05T10:15:28.4686841,,,295.759922,,5|1,,ORD-00678,SKU405|SKU683,NEW,,,
ORDER,,customer419@example.com,2025-12-13T10:15:28.4686841,,,362.879248,,2|1,,ORD-00679,SKU37|SKU299,PAID,,,
ORDER,,customer455@example.com,2026-01-05T10:15:28.4686841,,,286.813422,,3,,ORD-00680,SKU958,SHIPPED,,,
ORDER,,customer218@example.com,2025-12-15T10:15:28.4686841,,,1298.412552,,5|4|3,,ORD-00681,SKU36|SKU163|SKU618,PENDING,,,
ORDER,,customer301@example.com,2025-05-21T10:15:28.4686841,,,129.762790,,1,,ORD-00682,SKU497,CANCELLED,,,
ORDER,,customer39@example.com,2026-01-08T10:15:28.4686841,,,953.072697,,2|3,,ORD-00683,SKU928|SKU210,NEW,,,
ORDER,,customer310@example.com,2025-01-25T10:15:28.4686841,,,786.555618,,1|3,,ORD-00684,SKU619|SKU568,PAID,,,
ORDER,,customer273@example.com,2025-06-19T10:15:28.4686841,,,1150.131985,,2|4|4,,ORD-00685,SKU837|SKU672|SKU598,SHIPPED,,,
ORDER,,customer244@example.com,2025-09-09T10:15:28.4686841,,,471.694012,,1,,ORD-00686,SKU233,CANCELLED,,,
ORDER,,customer410@example.com,2025-03-05T10:15:28.4686841,,,446.852946,,2,,ORD-00687,SKU396,CANCELLED,,,
ORDER,,customer337@example.com,2025-12-23T10:15:28.4686841,,,834.674479,,3|1,,ORD-00688,SKU753|SKU213,PAID,,,
ORDER,,customer454@example.com,2025-05-15T10:15:28.4686841,,,1088.526090,,2|5|1,,ORD-00689,SKU686|SKU369|SKU45,PAID,,,
ORDER,,customer267@example.com,2025-03-17T10:15:28.4686841,,,230.555658,,2,,ORD-00690,SKU240,NEW,,,
ORDER,,customer431@example.com,2025-12-08T10:15:28.4686841,,,1263.581619,,1|3|5|3,,ORD-00691,SKU421|SKU931|SKU1|SKU700,CANCELLED,,,
ORDER,,customer17@example.com,2026-01-20T10:15:28.4706872,,,927.570040,,1|3|5,,ORD-00692,SKU579|SKU201|SKU603,PAID,,,
ORDER,,customer463@example.com,2025-02-13T10:15:28.4706872,,,881.594877,,5|1|1,,ORD-00693,SKU175|SKU582|SKU945,PENDING,,,
ORDER,,customer284@example.com,2025-04-09T10:15:28.4706872,,,692.023055,,4|2|1|3,,ORD-00694,SKU75|SKU641|SKU383|SKU257,NEW,,,
ORDER,,customer471@example.com,2025-01-31T10:15:28.4706872,,,743.893958,,5|5|3|3,,ORD-00695,SKU35|SKU716|SKU419|SKU980,PENDING,,,
ORDER,,customer342@example.com,2025-12-11T10:15:28.4706872,,,934.132356,,1|5|4|4|1,,ORD-00696,SKU281|SKU260|SKU214|SKU127|SKU584,PAID,,,
ORDER,,customer260@example.com,2025-04-26T10:15:28.4706872,,,77.803943,,4,,ORD-00697,SKU516,SHIPPED,,,
ORDER,,customer283@example.com,2025-06-25T10:15:28.4706872,,,1176.000089,,5|4|1|3|4,,ORD-00698,SKU325|SKU294|SKU272|SKU506|SKU901,NEW,,,
ORDER,,customer459@example.com,2025-06-28T10:15:28.4706872,,,422.836516,,3|1,,ORD-00699,SKU271|SKU729,SHIPPED,,,
ORDER,,customer484@example.com,2025-11-27T10:15:28.4706872,,,1254.775481,,3|3|1,,ORD-00700,SKU904|SKU368|SKU529,PAID,,,
ORDER,,customer101@example.com,2025-10-29T10:15:28.4706872,,,183.377022,,2,,ORD-00701,SKU469,PENDING,,,
ORDER,,customer108@example.com,2025-06-28T10:15:28.4706872,,,602.306839,,3|5|1,,ORD-00702,SKU790|SKU586|SKU464,NEW,,,
ORDER,,customer197@example.com,2025-11-09T10:15:28.4706872,,,5.378885,,1,,ORD-00703,SKU582,NEW,,,
ORDER,,customer59@example.com,2025-04-23T10:15:28.4706872,,,377.905262,,5|4,,ORD-00704,SKU489|SKU525,PENDING,,,
ORDER,,customer281@example.com,2025-05-29T10:15:28.4706872,,,270.520038,,2|2,,ORD-00705,SKU264|SKU536,PAID,,,
ORDER,,customer331@example.com,2025-03-26T10:15:28.4706872,,,1263.854661,,1|2|5|5|2,,ORD-00706,SKU40|SKU829|SKU14|SKU221|SKU281,PENDING,,,
ORDER,,customer268@example.com,2025-03-03T10:15:28.4706872,,,1489.911836,,5|5|4,,ORD-00707,SKU655|SKU629|SKU78,CANCELLED,,,
ORDER,,customer300@example.com,2025-10-29T10:15:28.4706872,,,1743.231243,,1|2|1|1,,ORD-00708,SKU450|SKU382|SKU494|SKU357,PENDING,,,
ORDER,,customer228@example.com,2025-08-11T10:15:28.4706872,,,160.986918,,5|5|5,,ORD-00709,SKU389|SKU186|SKU79,PENDING,,,
ORDER,,customer134@example.com,2025-11-18T10:15:28.4706872,,,1265.190182,,4|1|2|4,,ORD-00710,SKU785|SKU115|SKU451|SKU397,CANCELLED,,,
ORDER,,customer465@example.com,2025-10-28T10:15:28.4706872,,,36.831599,,3,,ORD-00711,SKU908,CANCELLED,,,
ORDER,,customer399@example.com,2025-10-26T10:15:28.4706872,,,358.423267,,1,,ORD-00712,SKU459,PENDING,,,
ORDER,,customer250@example.com,2025-09-04T10:15:28.4706872,,,23.777518,,2|2|2|1,,ORD-00713,SKU427|SKU515|SKU789|SKU145,CANCELLED,,,
ORDER,,customer97@example.com,2025-11-11T10:15:28.4706872,,,396.790740,,2|2|2,,ORD-00714,SKU133|SKU867|SKU914,SHIPPED,,,
ORDER,,customer347@example.com,2025-07-19T10:15:28.4706872,,,1058.557752,,5|3|2|5|3,,ORD-00715,SKU167|SKU694|SKU902|SKU248|SKU580,PENDING,,,
ORDER,,customer335@example.com,2025-05-24T10:15:28.4706872,,,897.617972,,3|3|2|1|5,,ORD-00716,SKU338|SKU54|SKU245|SKU91|SKU83,NEW,,,
ORDER,,customer214@example.com,2025-03-26T10:15:28.4706872,,,639.666776,,2|4|3,,ORD-00717,SKU748|SKU662|SKU391,NEW,,,
ORDER,,customer4@example.com,2025-12-31T10:15:28.4706872,,,196.355122,,3|4,,ORD-00718,SKU910|SKU45,CANCELLED,,,
ORDER,,customer209@example.com,2025-05-07T10:15:28.4706872,,,57.296150,,1,,ORD-00719,SKU866,PENDING,,,
ORDER,,customer423@example.com,2025-07-29T10:15:28.4706872,,,257.364971,,2|2|4,,ORD-00720,SKU225|SKU884|SKU236,PENDING,,,
ORDER,,customer405@example.com,2025-08-29T10:15:28.4706872,,,85.452889,,5,,ORD-00721,SKU249,CANCELLED,,,
ORDER,,customer172@example.com,2025-01-25T10:15:28.4706872,,,202.694053,,1,,ORD-00722,SKU191,NEW,,,
ORDER,,customer313@example.com,2025-09-28T10:15:28.4706872,,,250.033382,,5,,ORD-00723,SKU25,SHIPPED,,,
ORDER,,customer292@example.com,2025-05-14T10:15:28.4706872,,,130.519585,,3|3,,ORD-00724,SKU20|SKU307,CANCELLED,,,
ORDER,,customer441@example.com,2025-06-07T10:15:28.4706872,,,992.435592,,4|3|5,,ORD-00725,SKU871|SKU5|SKU475,PENDING,,,
ORDER,,customer66@example.com,2025-02-26T10:15:28.4706872,,,195.547977,,3|3,,ORD-00726,SKU542|SKU28,SHIPPED,,,
ORDER,,customer56@example.com,2025-05-09T10:15:28.4706872,,,787.211703,,3|5|2,,ORD-00727,SKU281|SKU23|SKU318,PAID,,,
ORDER,,customer391@example.com,2025-03-07T10:15:28.4706872,,,985.508778,,2|5|4|4|4,,ORD-00728,SKU491|SKU396|SKU167|SKU564|SKU771,PENDING,,,
ORDER,,customer124@example.com,2025-04-03T10:15:28.4706872,,,604.873025,,4|2,,ORD-00729,SKU615|SKU130,SHIPPED,,,
ORDER,,customer172@example.com,2025-07-19T10:15:28.4706872,,,502.875434,,5|2,,ORD-00730,SKU470|SKU714,SHIPPED,,,
ORDER,,customer58@example.com,2025-08-24T10:15:28.4706872,,,744.293533,,1|2|1,,ORD-00731,SKU90|SKU244|SKU827,SHIPPED,,,
ORDER,,customer220@example.com,2025-06-22T10:15:28.4706872,,,1695.762543,,5|5|2|1,,ORD-00732,SKU218|SKU712|SKU349|SKU562,SHIPPED,,,
ORDER,,customer482@example.com,2025-08-09T10:15:28.4706872,,,341.422399,,3|5|5|3|2,,ORD-00733,SKU942|SKU518|SKU565|SKU693|SKU551,PENDING,,,
ORDER,,customer149@example.com,2025-03-28T10:15:28.4706872,,,1430.365746,,2|3|5|1,,ORD-00734,SKU542|SKU876|SKU966|SKU867,CANCELLED,,,
ORDER,,customer67@example.com,2025-08-08T10:15:28.4706872,,,741.056173,,2|3|3|3,,ORD-00735,SKU353|SKU395|SKU612|SKU606,PAID,,,
ORDER,,customer332@example.com,2025-11-13T10:15:28.4706872,,,1962.106504,,5|1|1|3|5,,ORD-00736,SKU880|SKU735|SKU256|SKU690|SKU135,PAID,,,
ORDER,,customer499@example.com,2025-03-08T10:15:28.4706872,,,75.520992,,3|4,,ORD-00737,SKU880|SKU962,CANCELLED,,,
ORDER,,customer372@example.com,2025-11-24T10:15:28.4706872,,,226.446809,,5,,ORD-00738,SKU642,PENDING,,,
ORDER,,customer213@example.com,2025-09-04T10:15:28.4706872,,,31.302154,,3|5|5,,ORD-00739,SKU513|SKU579|SKU878,SHIPPED,,,
ORDER,,customer251@example.com,2025-10-16T10:15:28.4706872,,,1864.589064,,3|5|1|4,,ORD-00740,SKU465|SKU97|SKU258|SKU759,SHIPPED,,,
ORDER,,customer204@example.com,2025-03-31T10:15:28.4706872,,,101.608717,,4|2,,ORD-00741,SKU88|SKU414,CANCELLED,,,
ORDER,,customer80@example.com,2025-12-19T10:15:28.4706872,,,969.330339,,2|1,,ORD-00742,SKU782|SKU859,PAID,,,
ORDER,,customer256@example.com,2025-05-17T10:15:28.4706872,,,467.860708,,2,,ORD-00743,SKU699,NEW,,,
ORDER,,customer102@example.com,2025-09-13T10:15:28.4706872,,,290.529273,,4,,ORD-00744,SKU968,PENDING,,,
ORDER,,customer396@example.com,2025-10-14T10:15:28.4706872,,,692.741694,,4|1|2|3|5,,ORD-00745,SKU197|SKU388|SKU261|SKU21|SKU46,NEW,,,
ORDER,,customer34@example.com,2025-08-06T10:15:28.4706872,,,919.848105,,5|5,,ORD-00746,SKU521|SKU967,CANCELLED,,,
ORDER,,customer182@example.com,2025-09-16T10:15:28.4706872,,,906.462800,,1|4,,ORD-00747,SKU43|SKU262,NEW,,,
ORDER,,customer124@example.com,2025-05-09T10:15:28.4706872,,,1197.140096,,5|2|2,,ORD-00748,SKU979|SKU935|SKU484,CANCELLED,,,
ORDER,,customer61@example.com,2025-07-21T10:15:28.4706872,,,485.304427,,1,,ORD-00749,SKU751,PAID,,,
ORDER,,customer443@example.com,2025-12-06T10:15:28.4706872,,,875.129999,,3|2|2|5,,ORD-00750,SKU90|SKU392|SKU429|SKU147,SHIPPED,,,
ORDER,,customer25@example.com,2025-07-13T10:15:28.4706872,,,770.669225,,5|5|1|4|3,,ORD-00751,SKU704|SKU314|SKU931|SKU820|SKU196,NEW,,,
ORDER,,customer101@example.com,2025-02-13T10:15:28.4706872,,,569.674228,,4|1,,ORD-00752,SKU444|SKU447,PAID,,,
ORDER,,customer376@example.com,2025-09-20T10:15:28.4706872,,,76.858826,,3|4|3,,ORD-00753,SKU996|SKU615|SKU989,PENDING,,,
ORDER,,customer141@example.com,2025-08-21T10:15:28.4706872,,,982.318906,,3|2|2|1|1,,ORD-00754,SKU30|SKU56|SKU613|SKU283|SKU666,NEW,,,
ORDER,,customer69@example.com,2025-09-05T10:15:28.4706872,,,170.554745,,5,,ORD-00755,SKU534,NEW,,,
ORDER,,customer325@example.com,2025-07-30T10:15:28.4706872,,,160.472315,,4|1|1|4,,ORD-00756,SKU802|SKU752|SKU588|SKU489,PENDING,,,
ORDER,,customer173@example.com,2025-10-09T10:15:28.4706872,,,822.482565,,4|1|5|4,,ORD-00757,SKU687|SKU79|SKU128|SKU798,PENDING,,,
ORDER,,customer148@example.com,2026-01-09T10:15:28.4706872,,,131.756426,,2|4,,ORD-00758,SKU400|SKU428,SHIPPED,,,
ORDER,,customer84@example.com,2025-09-23T10:15:28.4706872,,,1259.753939,,1|1|1|1,,ORD-00759,SKU586|SKU368|SKU823|SKU517,SHIPPED,,,
ORDER,,customer67@example.com,2025-02-19T10:15:28.4706872,,,972.501769,,5|4|4|2,,ORD-00760,SKU151|SKU152|SKU295|SKU323,PENDING,,,
ORDER,,customer194@example.com,2026-01-10T10:15:28.4706872,,,978.696879,,3|3,,ORD-00761,SKU620|SKU12,PENDING,,,
ORDER,,customer326@example.com,2025-12-09T10:15:28.4706872,,,349.281131,,2|4|2,,ORD-00762,SKU706|SKU155|SKU185,NEW,,,
ORDER,,customer299@example.com,2025-03-23T10:15:28.4706872,,,61.061534,,5|5|4,,ORD-00763,SKU350|SKU36|SKU574,CANCELLED,,,
ORDER,,customer221@example.com,2025-10-12T10:15:28.4706872,,,189.158860,,5|2|1|3|2,,ORD-00764,SKU331|SKU413|SKU626|SKU486|SKU415,NEW,,,
ORDER,,customer138@example.com,2025-10-04T10:15:28.4706872,,,195.087565,,5|5,,ORD-00765,SKU522|SKU46,PAID,,,
ORDER,,customer47@example.com,2025-02-25T10:15:28.4706872,,,222.626067,,4,,ORD-00766,SKU65,NEW,,,
ORDER,,customer21@example.com,2025-09-01T10:15:28.4706872,,,2108.047658,,4|4|2|3|3,,ORD-00767,SKU496|SKU58|SKU94|SKU368|SKU370,CANCELLED,,,
ORDER,,customer115@example.com,2025-02-17T10:15:28.4706872,,,945.009728,,3|3|2|2,,ORD-00768,SKU625|SKU162|SKU961|SKU710,SHIPPED,,,
ORDER,,customer177@example.com,2026-01-03T10:15:28.4706872,,,586.287678,,2|4|1|3,,ORD-00769,SKU43|SKU351|SKU99|SKU30,SHIPPED,,,
ORDER,,customer182@example.com,2025-10-14T10:15:28.4706872,,,388.151210,,5|3|3,,ORD-00770,SKU446|SKU194|SKU11,SHIPPED,,,
ORDER,,customer375@example.com,2025-12-13T10:15:28.4706872,,,709.708869,,2|3|5|5,,ORD-00771,SKU640|SKU929|SKU779|SKU44,CANCELLED,,,
ORDER,,customer327@example.com,2025-04-13T10:15:28.4706872,,,169.666709,,2,,ORD-00772,SKU424,CANCELLED,,,
ORDER,,customer271@example.com,2025-12-25T10:15:28.4706872,,,219.083266,,4|2,,ORD-00773,SKU435|SKU481,PENDING,,,
ORDER,,customer71@example.com,2025-02-09T10:15:28.4706872,,,235.475679,,3|2|3,,ORD-00774,SKU779|SKU852|SKU281,PAID,,,
ORDER,,customer332@example.com,2025-06-13T10:15:28.4706872,,,297.831727,,4,,ORD-00775,SKU255,SHIPPED,,,
ORDER,,customer173@example.com,2025-11-17T10:15:28.4706872,,,866.672371,,2|1|2,,ORD-00776,SKU598|SKU617|SKU350,SHIPPED,,,
ORDER,,customer65@example.com,2025-10-24T10:15:28.4706872,,,433.800347,,5,,ORD-00777,SKU963,SHIPPED,,,
ORDER,,customer57@example.com,2025-03-15T10:15:28.4706872,,,1994.195330,,5|2|3|2,,ORD-00778,SKU401|SKU947|SKU728|SKU9,PENDING,,,
ORDER,,customer206@example.com,2026-01-10T10:15:28.4706872,,,468.803398,,2,,ORD-00779,SKU432,SHIPPED,,,
ORDER,,customer129@example.com,2025-07-23T10:15:28.4706872,,,175.757977,,4,,ORD-00780,SKU978,SHIPPED,,,
ORDER,,customer213@example.com,2025-12-31T10:15:28.4706872,,,173.312635,,5|1,,ORD-00781,SKU860|SKU847,CANCELLED,,,
ORDER,,customer29@example.com,2025-02-15T10:15:28.4706872,,,1817.230499,,5|5|1|4,,ORD-00782,SKU699|SKU376|SKU835|SKU980,NEW,,,
ORDER,,customer474@example.com,2025-10-27T10:15:28.4706872,,,75.334747,,2,,ORD-00783,SKU877,NEW,,,
ORDER,,customer69@example.com,2025-12-04T10:15:28.4706872,,,467.776432,,4,,ORD-00784,SKU163,CANCELLED,,,
ORDER,,customer274@example.com,2025-08-05T10:15:28.4706872,,,1843.924450,,3|1|5|5,,ORD-00785,SKU213|SKU534|SKU541|SKU489,CANCELLED,,,
ORDER,,customer9@example.com,2025-12-20T10:15:28.4706872,,,679.645076,,1|1,,ORD-00786,SKU668|SKU702,NEW,,,
ORDER,,customer151@example.com,2025-12-21T10:15:28.4706872,,,805.500095,,5|5,,ORD-00787,SKU661|SKU269,SHIPPED,,,
ORDER,,customer21@example.com,2025-04-30T10:15:28.4706872,,,748.246598,,3|2|3,,ORD-00788,SKU747|SKU178|SKU284,SHIPPED,,,
ORDER,,customer198@example.com,2025-09-11T10:15:28.4706872,,,214.337106,,1|1|2,,ORD-00789,SKU801|SKU546|SKU711,NEW,,,
ORDER,,customer123@example.com,2025-10-30T10:15:28.4706872,,,816.570227,,5|2,,ORD-00790,SKU469|SKU684,NEW,,,
ORDER,,customer179@example.com,2025-12-17T10:15:28.4706872,,,145.083524,,1,,ORD-00791,SKU130,CANCELLED,,,
ORDER,,customer468@example.com,2025-06-14T10:15:28.4706872,,,158.677846,,1|5,,ORD-00792,SKU472|SKU564,NEW,,,
ORDER,,customer214@example.com,2025-03-01T10:15:28.4706872,,,505.263377,,2|3,,ORD-00793,SKU757|SKU396,PENDING,,,
ORDER,,customer446@example.com,2025-11-17T10:15:28.4706872,,,1475.469290,,2|4|1,,ORD-00794,SKU774|SKU286|SKU472,PENDING,,,
ORDER,,customer88@example.com,2025-01-29T10:15:28.4706872,,,1610.479079,,4|2|1|5|5,,ORD-00795,SKU757|SKU601|SKU873|SKU417|SKU883,SHIPPED,,,
ORDER,,customer148@example.com,2025-06-04T10:15:28.4706872,,,692.110510,,5|4,,ORD-00796,SKU931|SKU219,NEW,,,
ORDER,,customer125@example.com,2025-02-24T10:15:28.4706872,,,207.312403,,4,,ORD-00797,SKU69,CANCELLED,,,
ORDER,,customer182@example.com,2025-05-11T10:15:28.4706872,,,394.681492,,3,,ORD-00798,SKU524,CANCELLED,,,
ORDER,,customer281@example.com,2025-12-02T10:15:28.4706872,,,202.723812,,3|3,,ORD-00799,SKU495|SKU432,CANCELLED,,,
ORDER,,customer77@example.com,2025-05-20T10:15:28.4706872,,,1292.734732,,3|3|4|4|4,,ORD-00800,SKU809|SKU835|SKU58|SKU573|SKU945,PENDING,,,
ORDER,,customer197@example.com,2025-03-14T10:15:28.4706872,,,802.285950,,4|2,,ORD-00801,SKU722|SKU422,PENDING,,,
ORDER,,customer219@example.com,2025-09-03T10:15:28.4706872,,,447.077693,,2|5|3,,ORD-00802,SKU195|SKU363|SKU211,CANCELLED,,,
ORDER,,customer497@example.com,2025-12-01T10:15:28.4706872,,,178.260454,,5|3|3|4|3,,ORD-00803,SKU198|SKU140|SKU116|SKU684|SKU949,SHIPPED,,,
ORDER,,customer437@example.com,2025-05-18T10:15:28.4706872,,,1648.261539,,3|1|4|4,,ORD-00804,SKU334|SKU154|SKU822|SKU59,NEW,,,
ORDER,,customer263@example.com,2025-09-26T10:15:28.4706872,,,340.333661,,1,,ORD-00805,SKU775,PENDING,,,
ORDER,,customer370@example.com,2025-05-18T10:15:28.4706872,,,713.526061,,5|4|4,,ORD-00806,SKU193|SKU50|SKU340,PAID,,,
ORDER,,customer275@example.com,2025-06-10T10:15:28.4706872,,,1041.843938,,3|2|3,,ORD-00807,SKU756|SKU500|SKU529,PAID,,,
ORDER,,customer199@example.com,2025-04-14T10:15:28.4706872,,,89.258118,,5,,ORD-00808,SKU772,PENDING,,,
ORDER,,customer483@example.com,2025-07-22T10:15:28.4706872,,,1263.258642,,2|1|5,,ORD-00809,SKU198|SKU662|SKU161,NEW,,,
ORDER,,customer234@example.com,2025-02-11T10:15:28.4706872,,,1732.437028,,4|2|5|4|3,,ORD-00810,SKU673|SKU111|SKU882|SKU410|SKU445,NEW,,,
ORDER,,customer316@example.com,2025-04-24T10:15:28.4706872,,,1239.138396,,2|1|4,,ORD-00811,SKU836|SKU45|SKU423,CANCELLED,,,
ORDER,,customer8@example.com,2025-11-10T10:15:28.4706872,,,679.043570,,1|1|2,,ORD-00812,SKU830|SKU533|SKU702,SHIPPED,,,
ORDER,,customer260@example.com,2025-04-30T10:15:28.4706872,,,1203.938670,,1|3|3|4,,ORD-00813,SKU949|SKU207|SKU270|SKU350,PAID,,,
ORDER,,customer267@example.com,2025-01-23T10:15:28.4706872,,,398.959051,,2,,ORD-00814,SKU56,PAID,,,
ORDER,,customer166@example.com,2025-03-07T10:15:28.4706872,,,680.631518,,4|2,,ORD-00815,SKU82|SKU934,SHIPPED,,,
ORDER,,customer431@example.com,2025-01-31T10:15:28.4706872,,,421.754597,,1|5|1|5|2,,ORD-00816,SKU957|SKU346|SKU444|SKU569|SKU425,PAID,,,
ORDER,,customer290@example.com,2025-12-07T10:15:28.4706872,,,1097.350374,,5|1|4|5,,ORD-00817,SKU837|SKU109|SKU471|SKU967,PENDING,,,
ORDER,,customer78@example.com,2025-05-07T10:15:28.4706872,,,1490.974131,,2|5|2,,ORD-00818,SKU918|SKU425|SKU845,SHIPPED,,,
ORDER,,customer424@example.com,2026-01-06T10:15:28.4706872,,,236.281909,,2|1|4|3|1,,ORD-00819,SKU679|SKU376|SKU795|SKU492|SKU434,CANCELLED,,,
ORDER,,customer9@example.com,2025-05-25T10:15:28.4706872,,,388.698768,,2,,ORD-00820,SKU755,PAID,,,
ORDER,,customer494@example.com,2025-04-26T10:15:28.4706872,,,1148.176036,,1|2|2|2,,ORD-00821,SKU674|SKU668|SKU46|SKU660,NEW,,,
ORDER,,customer317@example.com,2025-11-03T10:15:28.4706872,,,114.629460,,4,,ORD-00822,SKU164,PAID,,,
ORDER,,customer111@example.com,2025-09-18T10:15:28.4706872,,,970.722570,,5|4|1,,ORD-00823,SKU844|SKU959|SKU988,PAID,,,
ORDER,,customer374@example.com,2025-12-27T10:15:28.4706872,,,321.845619,,3,,ORD-00824,SKU111,NEW,,,
ORDER,,customer14@example.com,2025-09-30T10:15:28.4706872,,,802.795446,,3|1,,ORD-00825,SKU513|SKU894,PAID,,,
ORDER,,customer118@example.com,2025-05-06T10:15:28.4706872,,,447.400517,,5,,ORD-00826,SKU857,NEW,,,
ORDER,,customer267@example.com,2025-09-05T10:15:28.4706872,,,179.091018,,5,,ORD-00827,SKU19,NEW,,,
ORDER,,customer492@example.com,2025-03-27T10:15:28.4706872,,,342.955784,,3,,ORD-00828,SKU976,NEW,,,
ORDER,,customer97@example.com,2025-10-26T10:15:28.4706872,,,323.674662,,5,,ORD-00829,SKU669,PENDING,,,
ORDER,,customer270@example.com,2025-05-04T10:15:28.4706872,,,355.044698,,1|4,,ORD-00830,SKU363|SKU79,NEW,,,
